id,nombre,descripcion,direccion,latitud,longitud,fecha_inicio,hora_inicio,fecha_fin,hora_fin,tipo_intervencion,tipo_afectacion,titularidad,impacto_pmr,notas
AFEC-0101,Canalización subterránea,Interrupción parcial o total de la circulación durante la intervención.,calle carreteria,36.724487,-4.426014,2026-01-23,08:00,2026-01-23,16:00,obra,corte_trafico,Servicio de Mantenimiento Urbano,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0102,Canalización subterránea,"Reserva de carril para maquinaria, vehículos técnicos o trabajos urbanos.",av. de andalucia,36.717691,-4.430039,2026-02-12,10:00,2026-02-13,22:00,obra,ocupacion_calzada,Promotor privado autorizado,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0103,Actuación municipal de mejora urbana,Corte de carril con regulación temporal del paso de vehículos.,calle carreteria,36.724466,-4.423458,2026-02-01,22:00,2026-02-02,06:00,actuación_municipal,corte_trafico,Área de Movilidad del Ayuntamiento,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0104,Reposición de firme,Ocupación parcial de calzada con reducción de capacidad vial.,calle marmoles,36.720614,-4.427907,2026-02-18,18:00,2026-02-18,22:00,obra,ocupacion_calzada,Contrata municipal,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0105,Mantenimiento de señalización vial,Restricción temporal de paso para vehículos no autorizados.,calle carreteria,36.724959,-4.424682,2026-01-26,13:00,2026-01-26,16:00,mantenimiento,restriccion_paso,Promotor privado autorizado,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0106,Ocupación de vía por acto público,Corte de carril con regulación temporal del paso de vehículos.,av. de andalucia,36.718109,-4.430124,2026-01-30,18:00,2026-01-30,21:00,evento,corte_trafico,Promotor privado autorizado,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0107,Mantenimiento de señalización vial,Ocupación parcial de calzada con reducción de capacidad vial.,calle bolsa,36.719095,-4.421834,2026-02-12,07:00,2026-02-12,09:00,mantenimiento,ocupacion_calzada,Contrata municipal,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0108,Reurbanización de tramo viario,Limitación de acceso durante una franja horaria concreta.,calle granada,36.722492,-4.419588,2026-02-05,08:00,2026-02-05,12:00,obra,restriccion_paso,Contrata municipal,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0109,Mantenimiento de infraestructura urbana,Afección temporal al tránsito peatonal en el entorno.,calle granada,36.722942,-4.420175,2026-03-10,07:00,2026-03-10,11:00,mantenimiento,ocupacion_acera,Promotor privado autorizado,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0110,Reurbanización de tramo viario,Reducción del paso peatonal durante la intervención.,calle hilera,36.715875,-4.426171,2026-02-03,18:00,2026-02-04,00:00,obra,ocupacion_acera,Área de Urbanismo,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0111,Mantenimiento de infraestructura urbana,Estrechamiento temporal del vial por intervención en calzada.,paseo del parque,36.718163,-4.416876,2026-01-05,08:00,2026-01-05,12:00,mantenimiento,ocupacion_calzada,Área de Movilidad del Ayuntamiento,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0112,Mantenimiento de infraestructura urbana,Corte de carril con regulación temporal del paso de vehículos.,av. de andalucia,36.718134,-4.428416,2026-02-10,18:00,2026-02-10,22:00,mantenimiento,corte_trafico,Área de Urbanismo,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0113,Actuación municipal de mejora urbana,Limitación de acceso durante una franja horaria concreta.,calle bolsa,36.720103,-4.420548,2026-02-19,07:00,2026-02-19,11:00,actuación_municipal,restriccion_paso,Promotor privado autorizado,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0114,Reurbanización de tramo viario,Paso regulado mediante señalización provisional.,calle hilera,36.716623,-4.425856,2026-02-25,18:00,2026-02-26,06:00,obra,restriccion_paso,Promotor privado autorizado,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0115,Obra de renovación de calzada,"Reserva de carril para maquinaria, vehículos técnicos o trabajos urbanos.",calle granada,36.723050,-4.418673,2026-03-29,18:00,2026-03-30,18:00,obra,ocupacion_calzada,Policía Local,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0116,Actuación municipal de mejora urbana,Corte de carril con regulación temporal del paso de vehículos.,calle carreteria,36.724622,-4.424606,2026-01-26,22:00,2026-01-27,06:00,actuación_municipal,corte_trafico,Área de Movilidad del Ayuntamiento,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0117,Actuación municipal de mejora urbana,Corte de carril con regulación temporal del paso de vehículos.,calle carreteria,36.724679,-4.423778,2026-02-12,17:00,2026-02-13,05:00,actuación_municipal,corte_trafico,Área de Movilidad del Ayuntamiento,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0118,Dispositivo especial por evento cultural,Interrupción parcial o total de la circulación durante la intervención.,calle marmoles,36.719367,-4.427326,2026-02-08,18:00,2026-02-08,23:00,evento,corte_trafico,Policía Local,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0119,Ocupación de vía por acto público,Paso regulado mediante señalización provisional.,av. de andalucia,36.718896,-4.429934,2026-02-21,17:00,2026-02-21,19:00,evento,restriccion_paso,Policía Local,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0120,Dispositivo especial por evento cultural,Corte temporal de tráfico con desvío alternativo señalizado.,calle hilera,36.717983,-4.427274,2026-02-23,22:00,2026-02-24,00:00,evento,corte_trafico,Área de Movilidad del Ayuntamiento,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0121,Intervención de movilidad táctica,Corte temporal de tráfico con desvío alternativo señalizado.,alameda principal,36.718976,-4.422085,2026-01-23,18:00,2026-01-23,22:00,actuación_municipal,corte_trafico,Área de Movilidad del Ayuntamiento,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0122,Intervención de movilidad táctica,Interrupción parcial o total de la circulación durante la intervención.,calle bolsa,36.719807,-4.420564,2026-01-01,00:00,2026-01-01,03:00,actuación_municipal,corte_trafico,Área de Urbanismo,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0123,Obra de renovación de calzada,Estrechamiento temporal del vial por intervención en calzada.,alameda principal,36.717845,-4.421784,2026-03-16,10:00,2026-03-16,14:00,obra,ocupacion_calzada,Policía Local,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0124,Mantenimiento de señalización vial,Interrupción parcial o total de la circulación durante la intervención.,calle bolsa,36.720974,-4.420089,2026-02-26,10:00,2026-02-26,18:00,mantenimiento,corte_trafico,Área de Urbanismo,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0125,Obra de renovación de calzada,Ocupación parcial de calzada con reducción de capacidad vial.,alameda principal,36.718593,-4.421442,2026-01-22,17:00,2026-01-24,05:00,obra,ocupacion_calzada,Contrata municipal,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0126,Mejora de acerado y pavimento,Ocupación parcial de calzada con reducción de capacidad vial.,av. de andalucia,36.717842,-4.429655,2026-03-23,17:00,2026-03-23,21:00,obra,ocupacion_calzada,Policía Local,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0127,Obra de renovación de calzada,Corte de carril con regulación temporal del paso de vehículos.,av. de andalucia,36.718677,-4.430612,2026-01-31,13:00,2026-02-01,13:00,obra,corte_trafico,Empresa Municipal de Transportes,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0128,Limpieza técnica de calzada,Corte temporal de tráfico con desvío alternativo señalizado.,calle carreteria,36.723508,-4.424266,2026-01-19,22:00,2026-01-20,02:00,mantenimiento,corte_trafico,Contrata municipal,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0129,Mantenimiento de infraestructura urbana,Limitación de acceso durante una franja horaria concreta.,calle granada,36.722786,-4.419823,2026-03-20,18:00,2026-03-20,20:00,mantenimiento,restriccion_paso,Contrata municipal,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0130,Corte temporal por actividad deportiva,Corte de carril con regulación temporal del paso de vehículos.,calle carreteria,36.724473,-4.424940,2026-03-22,10:00,2026-03-22,13:00,evento,corte_trafico,Contrata municipal,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0131,Mejora de acerado y pavimento,"Reserva de carril para maquinaria, vehículos técnicos o trabajos urbanos.",calle hilera,36.716772,-4.426422,2026-03-05,10:00,2026-03-05,14:00,obra,ocupacion_calzada,Área de Movilidad del Ayuntamiento,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0132,Reposición de firme,"Reserva de carril para maquinaria, vehículos técnicos o trabajos urbanos.",calle carreteria,36.724911,-4.424472,2026-01-01,18:00,2026-01-02,00:00,obra,ocupacion_calzada,Área de Urbanismo,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0133,Obra de renovación de calzada,Interrupción parcial o total de la circulación durante la intervención.,calle hilera,36.716863,-4.426546,2026-01-14,10:00,2026-01-15,22:00,obra,corte_trafico,Empresa Municipal de Transportes,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0134,Mejora de acerado y pavimento,Corte de carril con regulación temporal del paso de vehículos.,calle granada,36.723557,-4.419785,2026-03-31,08:00,2026-04-01,20:00,obra,corte_trafico,Promotor privado autorizado,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0135,Ocupación de vía por acto público,"Reserva de carril para maquinaria, vehículos técnicos o trabajos urbanos.",alameda principal,36.718240,-4.421722,2026-01-16,18:00,2026-01-17,00:00,evento,ocupacion_calzada,Contrata municipal,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0136,Actuación municipal de mejora urbana,Corte de carril con regulación temporal del paso de vehículos.,calle carreteria,36.725263,-4.423886,2026-03-09,17:00,2026-03-10,05:00,actuación_municipal,corte_trafico,Área de Movilidad del Ayuntamiento,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0137,Obra de renovación de calzada,Corte de carril con regulación temporal del paso de vehículos.,av. de andalucia,36.718581,-4.429820,2026-02-26,13:00,2026-02-27,13:00,obra,corte_trafico,Empresa Municipal de Transportes,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0138,Intervención de movilidad táctica,Ocupación parcial de calzada con reducción de capacidad vial.,calle marmoles,36.720129,-4.428778,2026-02-24,10:00,2026-02-24,14:00,actuación_municipal,ocupacion_calzada,Área de Movilidad del Ayuntamiento,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0139,Corte temporal por actividad deportiva,"Reserva de carril para maquinaria, vehículos técnicos o trabajos urbanos.",calle granada,36.723790,-4.419689,2026-01-21,08:00,2026-01-21,10:00,evento,ocupacion_calzada,Servicio de Mantenimiento Urbano,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0140,Obra de renovación de calzada,Corte temporal de tráfico con desvío alternativo señalizado.,calle carreteria,36.724109,-4.425264,2026-02-01,07:00,2026-02-01,15:00,obra,corte_trafico,Contrata municipal,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0141,Evento con afección al tráfico,Restricción temporal de paso para vehículos no autorizados.,calle marmoles,36.719361,-4.428325,2026-03-08,18:00,2026-03-08,20:00,evento,restriccion_paso,Servicio de Mantenimiento Urbano,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0142,Reposición de firme,Ocupación parcial de calzada con reducción de capacidad vial.,calle bolsa,36.720924,-4.420736,2026-01-10,08:00,2026-01-10,12:00,obra,ocupacion_calzada,Promotor privado autorizado,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0143,Revisión de arquetas,Interrupción parcial o total de la circulación durante la intervención.,paseo del parque,36.719870,-4.417203,2026-02-10,17:00,2026-02-11,01:00,mantenimiento,corte_trafico,Promotor privado autorizado,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0144,Dispositivo especial por evento cultural,Ocupación parcial de calzada con reducción de capacidad vial.,paseo del parque,36.718889,-4.417097,2026-01-30,08:00,2026-01-30,12:00,evento,ocupacion_calzada,Área de Urbanismo,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0145,Regulación especial por procesión,"Reserva de carril para maquinaria, vehículos técnicos o trabajos urbanos.",calle carreteria,36.724527,-4.424342,2026-01-09,13:00,2026-01-09,19:00,evento,ocupacion_calzada,Área de Movilidad del Ayuntamiento,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0146,Reurbanización de tramo viario,Afección temporal al tránsito peatonal en el entorno.,calle marmoles,36.719000,-4.427664,2026-02-23,13:00,2026-02-23,17:00,obra,ocupacion_acera,Empresa Municipal de Transportes,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0147,Mantenimiento de señalización vial,Interrupción parcial o total de la circulación durante la intervención.,calle marmoles,36.720687,-4.429564,2026-03-16,17:00,2026-03-16,19:00,mantenimiento,corte_trafico,Servicio de Mantenimiento Urbano,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0148,Canalización subterránea,Estrechamiento temporal del vial por intervención en calzada.,av. de andalucia,36.717669,-4.429820,2026-03-15,17:00,2026-03-16,01:00,obra,ocupacion_calzada,Área de Urbanismo,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0149,Dispositivo especial por evento cultural,Limitación de acceso durante una franja horaria concreta.,alameda principal,36.719221,-4.420836,2026-02-08,07:00,2026-02-08,12:00,evento,restriccion_paso,Empresa Municipal de Transportes,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0150,Canalización subterránea,Corte temporal de tráfico con desvío alternativo señalizado.,calle granada,36.722447,-4.418304,2026-02-23,18:00,2026-02-26,18:00,obra,corte_trafico,Área de Movilidad del Ayuntamiento,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0151,Canalización subterránea,Estrechamiento temporal del vial por intervención en calzada.,paseo del parque,36.718860,-4.415337,2026-03-19,17:00,2026-03-21,05:00,obra,ocupacion_calzada,Contrata municipal,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0152,Revisión de arquetas,Restricción temporal de paso para vehículos no autorizados.,calle hilera,36.716929,-4.426925,2026-02-25,08:00,2026-02-25,13:00,mantenimiento,restriccion_paso,Servicio de Mantenimiento Urbano,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0153,Actuación municipal de mejora urbana,Corte de carril con regulación temporal del paso de vehículos.,calle carreteria,36.725316,-4.423559,2026-03-28,22:00,2026-03-29,06:00,actuación_municipal,corte_trafico,Área de Movilidad del Ayuntamiento,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0154,Mantenimiento de señalización vial,Interrupción parcial o total de la circulación durante la intervención.,calle hilera,36.718456,-4.425864,2026-03-01,17:00,2026-03-01,22:00,mantenimiento,corte_trafico,Policía Local,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0155,Reposición de firme,Corte de carril con regulación temporal del paso de vehículos.,calle hilera,36.717488,-4.425948,2026-01-04,08:00,2026-01-05,20:00,obra,corte_trafico,Policía Local,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0156,Mejora de acerado y pavimento,Ocupación parcial de calzada con reducción de capacidad vial.,av. de andalucia,36.716985,-4.429118,2026-01-04,17:00,2026-01-04,21:00,obra,ocupacion_calzada,Policía Local,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0157,Reurbanización de tramo viario,Ocupación parcial de calzada con reducción de capacidad vial.,calle carreteria,36.723816,-4.425093,2026-03-01,22:00,2026-03-03,22:00,obra,ocupacion_calzada,Área de Movilidad del Ayuntamiento,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0158,Ocupación de vía por acto público,Paso regulado mediante señalización provisional.,av. de andalucia,36.718508,-4.430281,2026-01-28,17:00,2026-01-28,19:00,evento,restriccion_paso,Policía Local,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0159,Canalización subterránea,Estrechamiento temporal del vial por intervención en calzada.,av. de andalucia,36.717505,-4.428307,2026-02-18,17:00,2026-02-19,01:00,obra,ocupacion_calzada,Área de Urbanismo,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0160,Regulación especial por procesión,Interrupción parcial o total de la circulación durante la intervención.,av. de andalucia,36.718691,-4.429305,2026-02-02,10:00,2026-02-02,13:00,evento,corte_trafico,Empresa Municipal de Transportes,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0161,Intervención de movilidad táctica,Corte temporal de tráfico con desvío alternativo señalizado.,alameda principal,36.718074,-4.421044,2026-03-11,18:00,2026-03-11,22:00,actuación_municipal,corte_trafico,Área de Movilidad del Ayuntamiento,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0162,Ocupación de vía por acto público,Estrechamiento temporal del vial por intervención en calzada.,calle hilera,36.715899,-4.425606,2026-03-25,07:00,2026-03-25,10:00,evento,ocupacion_calzada,Servicio de Mantenimiento Urbano,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0163,Corte temporal por actividad deportiva,Reducción del paso peatonal durante la intervención.,calle marmoles,36.719724,-4.428226,2026-01-04,10:00,2026-01-04,15:00,evento,ocupacion_acera,Contrata municipal,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0164,Actuación municipal de mejora urbana,Ocupación parcial de calzada con reducción de capacidad vial.,calle carreteria,36.723484,-4.425566,2026-03-21,17:00,2026-03-22,05:00,actuación_municipal,ocupacion_calzada,Contrata municipal,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0165,Actuación municipal de mejora urbana,Corte de carril con regulación temporal del paso de vehículos.,calle carreteria,36.724941,-4.424369,2026-01-15,22:00,2026-01-16,06:00,actuación_municipal,corte_trafico,Área de Movilidad del Ayuntamiento,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0166,Dispositivo especial por evento cultural,Reducción del paso peatonal durante la intervención.,calle bolsa,36.719938,-4.421167,2026-02-02,13:00,2026-02-02,18:00,evento,ocupacion_acera,Empresa Municipal de Transportes,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0167,Mantenimiento de señalización vial,Ocupación parcial de calzada con reducción de capacidad vial.,calle granada,36.723956,-4.419429,2026-01-15,13:00,2026-01-15,18:00,mantenimiento,ocupacion_calzada,Área de Urbanismo,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0168,Regulación especial por procesión,Estrechamiento temporal del vial por intervención en calzada.,calle bolsa,36.720576,-4.419399,2026-01-14,18:00,2026-01-14,23:00,evento,ocupacion_calzada,Promotor privado autorizado,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0169,Ocupación de vía por acto público,Corte de carril con regulación temporal del paso de vehículos.,calle granada,36.723481,-4.419695,2026-03-28,00:00,2026-03-28,05:00,evento,corte_trafico,Promotor privado autorizado,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0170,Mantenimiento de infraestructura urbana,Afección temporal al tránsito peatonal en el entorno.,calle marmoles,36.718585,-4.428033,2026-01-26,07:00,2026-01-26,09:00,mantenimiento,ocupacion_acera,Área de Urbanismo,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0171,Mejora de acerado y pavimento,Limitación de acceso durante una franja horaria concreta.,alameda principal,36.717615,-4.420730,2026-02-01,17:00,2026-02-03,05:00,obra,restriccion_paso,Servicio de Mantenimiento Urbano,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0172,Revisión de arquetas,Corte temporal de tráfico con desvío alternativo señalizado.,calle bolsa,36.719478,-4.421492,2026-03-29,00:00,2026-03-29,04:00,mantenimiento,corte_trafico,Empresa Municipal de Transportes,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0173,Reposición de firme,Corte de carril con regulación temporal del paso de vehículos.,av. de andalucia,36.716860,-4.429748,2026-01-06,17:00,2026-01-08,05:00,obra,corte_trafico,Servicio de Mantenimiento Urbano,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0174,Reordenación provisional del tráfico,"Reserva de carril para maquinaria, vehículos técnicos o trabajos urbanos.",calle bolsa,36.719457,-4.421215,2026-01-09,07:00,2026-01-09,11:00,actuación_municipal,ocupacion_calzada,Contrata municipal,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0175,Revisión de arquetas,Corte temporal de tráfico con desvío alternativo señalizado.,calle bolsa,36.719833,-4.421517,2026-02-23,00:00,2026-02-23,04:00,mantenimiento,corte_trafico,Empresa Municipal de Transportes,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0176,Instalación de mobiliario urbano,Limitación de acceso durante una franja horaria concreta.,paseo del parque,36.719310,-4.415154,2026-02-16,07:00,2026-02-16,15:00,actuación_municipal,restriccion_paso,Promotor privado autorizado,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0177,Actuación municipal de mejora urbana,Restricción temporal de paso para vehículos no autorizados.,av. de andalucia,36.718122,-4.428561,2026-01-20,13:00,2026-01-20,21:00,actuación_municipal,restriccion_paso,Contrata municipal,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0178,Mejora de acerado y pavimento,Interrupción parcial o total de la circulación durante la intervención.,alameda principal,36.717657,-4.420792,2026-03-25,13:00,2026-03-25,21:00,obra,corte_trafico,Promotor privado autorizado,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0179,Obra de renovación de calzada,"Reserva de carril para maquinaria, vehículos técnicos o trabajos urbanos.",calle granada,36.722643,-4.418539,2026-03-03,18:00,2026-03-04,18:00,obra,ocupacion_calzada,Policía Local,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0180,Canalización subterránea,Corte de carril con regulación temporal del paso de vehículos.,calle granada,36.722589,-4.419080,2026-02-04,17:00,2026-02-04,21:00,obra,corte_trafico,Servicio de Mantenimiento Urbano,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0181,Obra de renovación de calzada,Corte temporal de tráfico con desvío alternativo señalizado.,av. de andalucia,36.717759,-4.429272,2026-01-12,17:00,2026-01-15,17:00,obra,corte_trafico,Promotor privado autorizado,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0182,Corte temporal por actividad deportiva,Reducción del paso peatonal durante la intervención.,calle carreteria,36.724876,-4.424248,2026-03-01,18:00,2026-03-02,00:00,evento,ocupacion_acera,Promotor privado autorizado,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0183,Mantenimiento de señalización vial,Reducción del paso peatonal durante la intervención.,alameda principal,36.718653,-4.422527,2026-01-04,17:00,2026-01-04,19:00,mantenimiento,ocupacion_acera,Servicio de Mantenimiento Urbano,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0184,Reposición de firme,Afección temporal al tránsito peatonal en el entorno.,av. de andalucia,36.716978,-4.430284,2026-01-28,13:00,2026-01-28,17:00,obra,ocupacion_acera,Área de Urbanismo,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0185,Actuación municipal de mejora urbana,Estrechamiento temporal del vial por intervención en calzada.,calle hilera,36.717101,-4.426548,2026-03-18,13:00,2026-03-18,16:00,actuación_municipal,ocupacion_calzada,Contrata municipal,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0186,Canalización subterránea,Corte temporal de tráfico con desvío alternativo señalizado.,calle bolsa,36.720591,-4.421413,2026-03-08,18:00,2026-03-09,00:00,obra,corte_trafico,Servicio de Mantenimiento Urbano,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0187,Canalización subterránea,Estrechamiento temporal del vial por intervención en calzada.,calle marmoles,36.720208,-4.427073,2026-02-22,08:00,2026-02-22,12:00,obra,ocupacion_calzada,Área de Movilidad del Ayuntamiento,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0188,Reposición de firme,"Reserva de carril para maquinaria, vehículos técnicos o trabajos urbanos.",calle carreteria,36.724516,-4.425064,2026-03-02,18:00,2026-03-03,00:00,obra,ocupacion_calzada,Área de Urbanismo,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0189,Actuación municipal de mejora urbana,Limitación de acceso durante una franja horaria concreta.,calle bolsa,36.720069,-4.420984,2026-01-03,18:00,2026-01-03,22:00,actuación_municipal,restriccion_paso,Área de Movilidad del Ayuntamiento,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0190,Actuación municipal de mejora urbana,Ocupación parcial de calzada con reducción de capacidad vial.,calle hilera,36.716979,-4.426317,2026-02-01,17:00,2026-02-02,05:00,actuación_municipal,ocupacion_calzada,Promotor privado autorizado,si,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0191,Mantenimiento de infraestructura urbana,Limitación de acceso durante una franja horaria concreta.,calle granada,36.722275,-4.419259,2026-03-12,18:00,2026-03-12,20:00,mantenimiento,restriccion_paso,Contrata municipal,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0192,Mejora de acerado y pavimento,Corte de carril con regulación temporal del paso de vehículos.,calle carreteria,36.724356,-4.424993,2026-03-12,10:00,2026-03-12,16:00,obra,corte_trafico,Policía Local,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0193,Revisión de arquetas,Restricción temporal de paso para vehículos no autorizados.,calle hilera,36.716554,-4.427354,2026-02-09,08:00,2026-02-09,13:00,mantenimiento,restriccion_paso,Servicio de Mantenimiento Urbano,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0194,Dispositivo especial por evento cultural,Corte temporal de tráfico con desvío alternativo señalizado.,calle hilera,36.717110,-4.427024,2026-02-10,22:00,2026-02-11,00:00,evento,corte_trafico,Área de Movilidad del Ayuntamiento,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0195,Ocupación de vía por acto público,Estrechamiento temporal del vial por intervención en calzada.,calle bolsa,36.719823,-4.420969,2026-03-30,17:00,2026-03-30,21:00,evento,ocupacion_calzada,Área de Urbanismo,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0196,Corte temporal por actividad deportiva,"Reserva de carril para maquinaria, vehículos técnicos o trabajos urbanos.",av. de andalucia,36.718875,-4.428959,2026-02-05,07:00,2026-02-05,10:00,evento,ocupacion_calzada,Área de Urbanismo,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0197,Reurbanización de tramo viario,Afección temporal al tránsito peatonal en el entorno.,calle bolsa,36.720004,-4.421773,2026-03-18,10:00,2026-03-19,22:00,obra,ocupacion_acera,Empresa Municipal de Transportes,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0198,Dispositivo especial por evento cultural,Corte temporal de tráfico con desvío alternativo señalizado.,calle hilera,36.717283,-4.427594,2026-02-07,22:00,2026-02-08,00:00,evento,corte_trafico,Área de Movilidad del Ayuntamiento,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0199,Mantenimiento de infraestructura urbana,Paso regulado mediante señalización provisional.,calle granada,36.722327,-4.419300,2026-03-10,10:00,2026-03-10,14:00,mantenimiento,restriccion_paso,Área de Movilidad del Ayuntamiento,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0200,Mejora de acerado y pavimento,Ocupación parcial de acera con itinerario peatonal alternativo.,calle hilera,36.716291,-4.425293,2026-03-12,18:00,2026-03-15,18:00,obra,ocupacion_acera,Policía Local,no,Registro sintético generado para análisis de impacto sobre movilidad.
AFEC-0201,Obra de renovación de calzada,Corte de carril con regulación temporal del paso de vehículos.,av. de andalucia,36.716585,-4.430948,2026-03-04,17:00,2026-03-07,17:00,obra,corte_trafico,Servicio de Mantenimiento Urbano,no,Registro sintético generado para análisis de impacto sobre movilidad.
